goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;successfulDribblesPercentage;tackles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;expectedGoals;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
0.0;0.47;0.0;3.73;61.54;1.17;50.0;1.17;83.33;1.87;0.0;71.21;4.9;58.33;90;0.7;0.93;0.23;2.56;0.0;0.0;0.0;2.56;0.0;0.0;0.0;0.0;0.0;6.76;0.0;21.92;0.93;0.47;14.29;1.17;26.32;1.4;2.33;0.93;0.0;0.47;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Juan Contreras;Deportes Copiapó
0.0;0.0;0.0;1.91;50.0;0.96;9.09;0.0;0.0;0.96;0.0;77.78;2.87;20.0;90;0.96;1.91;0.0;7.66;0.0;0.0;0.0;0.96;0.0;0.0;0.0;0.0;0.0;7.66;0.0;20.11;2.87;0.0;0.0;0.96;50.0;0.0;1.91;0.0;0.96;4.79;1.91;0.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;César Huanca;Coquimbo Unido
0.17;0.5;0.0;4.18;35.71;0.0;0.0;1.17;36.84;0.67;0.17;71.66;4.18;32.89;90;2.34;2.51;1.67;2.68;0.0;0.0;0.0;1.17;0.33;0.0;0.0;0.0;0.0;10.04;0.33;22.42;1.84;0.84;25.0;1.34;42.11;0.5;0.33;1.51;0.0;2.01;0.5;0.5;8.33;0.0;0.33;;0.0;0.0;0.0;Pablo Aránguiz;Ñublense
0.0;0.0;0.0;3.32;58.33;0.0;0.0;1.42;75.0;0.0;0.0;77.01;3.32;41.18;90;1.89;0.47;0.47;4.74;0.0;0.0;0.0;1.42;0.47;0.0;0.0;0.0;0.0;11.37;0.47;31.74;0.95;0.0;0.0;4.74;55.56;0.47;0.0;0.95;0.0;0.47;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.47;Maicol León;Palestino
0.0;0.0;0.0;2.61;40.0;0.0;0.0;0.0;0.0;1.3;0.0;58.33;2.61;33.33;90;1.3;2.61;1.3;5.22;0.0;0.0;0.0;2.61;0.0;0.0;0.0;0.0;0.0;1.3;0.0;18.26;0.0;0.0;0.0;2.61;33.33;2.61;0.0;0.0;0.0;3.91;1.3;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Dilan Salgado;Palestino
0.0;0.29;0.0;3.73;43.33;0.57;28.57;0.29;12.5;1.72;0.0;70.92;4.3;40.54;90;1.72;0.86;0.29;2.87;0.0;0.0;0.0;0.86;0.0;0.0;0.0;0.0;0.0;10.61;0.0;28.66;1.15;0.86;11.11;1.43;21.74;0.57;1.72;1.72;0.0;0.29;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Cristopher Medina;Everton de Viña del Mar
0.0;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;0.0;0.0;90;0.0;0.0;0.0;1.05;2.63;1.16;1.47;1.68;0.0;0.74;0.0;0.21;0.0;0.42;0.0;12.53;0.0;0.0;0.0;2.74;27.37;0.0;0.74;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cristopher Toselli;Universidad de Chile
0.0;0.0;0.0;4.76;47.37;1.59;60.0;1.06;50.0;2.12;0.0;70.93;6.35;50.0;90;1.59;2.65;0.53;4.24;0.0;0.0;0.0;2.65;0.0;0.0;0.0;0.0;0.0;9.0;0.0;32.29;1.59;1.59;27.27;3.18;35.29;1.06;0.0;1.59;0.0;1.06;0.0;0.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Santiago Dittborn;Ñublense
0.0;0.15;0.0;4.27;58.0;1.77;54.55;0.88;54.55;1.91;0.0;64.48;6.04;56.94;90;1.47;0.29;0.59;1.62;0.0;0.0;0.0;1.62;0.15;0.0;0.0;0.0;0.0;4.27;0.15;17.38;0.59;0.44;12.0;2.06;40.0;1.33;2.21;1.47;0.15;0.44;0.15;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;David Tati;Deportes Copiapó
0.0;0.13;0.0;2.45;43.53;1.52;43.4;0.33;31.25;1.66;0.0;70.21;3.98;43.48;90;0.46;0.99;0.6;1.26;0.0;0.0;0.0;1.19;0.33;0.0;0.0;0.0;0.0;5.83;0.07;22.33;0.53;0.4;15.79;2.05;37.35;0.93;2.65;0.93;0.0;0.46;0.13;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;Matías Vasquez;Deportes Magallanes
0.0;0.0;0.0;1.62;45.95;0.29;37.5;0.19;50.0;0.86;0.1;75.37;1.91;44.44;90;0.57;0.48;0.29;1.62;0.0;0.0;0.0;1.05;0.38;0.0;0.0;0.0;0.0;4.3;0.0;19.3;0.29;0.38;33.33;1.34;31.82;0.19;2.01;1.05;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Yerco Oyanedel;Deportes Copiapó
0.0;0.15;0.15;3.71;52.08;1.48;55.56;0.44;42.86;1.93;0.15;64.06;5.19;53.03;90;1.33;1.19;0.59;1.78;0.0;0.0;0.0;0.89;0.44;0.0;0.0;0.0;0.0;3.86;0.15;18.24;0.74;0.44;21.43;1.48;26.32;0.74;2.52;1.19;0.0;0.15;0.0;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Joaquin Gonzalez;Curicó Unido
0.0;0.0;0.0;8.35;56.25;0.0;0.0;4.64;83.33;2.78;0.0;60.0;8.35;45.0;90;0.93;1.86;2.78;9.28;0.0;0.0;0.0;0.0;0.93;0.0;0.0;0.0;0.0;5.57;0.0;11.13;0.0;0.93;25.0;0.0;0.0;0.0;0.0;0.93;0.0;0.93;0.0;0.93;0.0;0.93;0.0;;0.0;0.0;0.0;Franco Lobos;Universidad de Chile
0.0;0.14;0.14;4.27;53.57;1.0;58.33;1.28;52.94;1.85;0.28;70.62;5.27;54.41;90;1.14;1.85;0.43;1.42;0.0;0.0;0.0;0.57;0.28;0.0;0.0;0.0;0.0;5.98;0.28;19.51;1.57;1.14;53.33;1.71;38.71;1.71;1.71;0.28;0.0;0.85;0.14;0.14;0.0;0.0;0.0;;0.0;0.0;0.0;Bruno Gutiérrez;Colo Colo
0.19;0.0;0.19;7.28;47.56;0.37;13.33;2.43;46.43;1.49;0.19;75.96;7.66;42.27;90;3.36;1.49;2.61;3.73;0.0;0.0;0.0;1.87;0.0;0.0;0.0;0.0;0.0;11.2;0.0;25.95;1.87;0.75;33.33;2.05;61.11;1.12;0.37;1.12;0.37;3.36;1.31;1.49;5.56;0.0;0.0;0.0;0.0;0.0;0.0;Jeison Fuentealba;Universidad de Chile
0.0;0.38;0.0;1.52;29.63;0.38;26.67;0.1;25.0;1.33;0.1;80.05;1.9;28.99;90;0.1;1.33;0.86;1.71;0.0;0.0;0.0;1.62;0.19;0.0;0.0;0.0;0.0;4.47;0.0;29.37;1.05;0.29;50.0;2.28;43.64;0.76;1.43;1.24;0.0;0.67;0.48;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;Luis Cabrera;Deportes Copiapó
0.0;0.0;0.0;8.57;50.0;0.0;0.0;4.29;100.0;0.0;0.0;61.54;8.57;40.0;90;4.29;8.57;0.0;8.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.29;0.0;34.29;0.0;0.0;0.0;0.0;0.0;0.0;4.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Lucas Soto;Colo Colo
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.33;0.0;0.0;90;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Iván Román;Palestino
0.0;0.0;0.0;6.32;50.0;3.16;100.0;0.0;0.0;3.16;0.0;68.0;9.47;60.0;90;3.16;0.0;1.58;4.74;0.0;0.0;0.0;1.58;0.0;0.0;0.0;0.0;0.0;7.89;0.0;26.84;0.0;0.0;0.0;3.16;50.0;0.0;3.16;1.58;0.0;1.58;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Gonzalo Jara;Coquimbo Unido
0.0;0.0;0.0;5.81;40.0;0.0;0.0;0.0;0.0;5.81;0.0;73.68;5.81;28.57;90;0.0;0.0;0.0;8.71;0.0;0.0;0.0;2.9;0.0;0.0;0.0;0.0;0.0;14.52;0.0;40.65;0.0;0.0;0.0;5.81;100.0;0.0;0.0;2.9;0.0;2.9;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Jhon Bravo;Coquimbo Unido
0.0;0.0;0.0;4.29;50.0;0.0;0.0;2.14;50.0;0.0;0.0;100.0;4.29;50.0;90;2.14;0.0;0.0;6.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.86;0.0;17.14;0.0;0.0;0.0;4.29;100.0;0.0;0.0;2.14;0.0;4.29;0.0;4.29;0.0;0.0;0.0;;0.0;0.0;0.0;Matías Meneses;O'Higgins
0.0;6.0;0.0;12.0;50.0;0.0;0.0;0.0;0.0;6.0;0.0;83.33;12.0;33.33;90;6.0;12.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Walter Martínez;Ñublense
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mauro Maureira;Unión Española
0.0;0.0;0.0;4.0;50.0;2.0;50.0;2.0;50.0;2.0;0.0;75.0;6.0;50.0;90;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Benjamín Ortíz;Curicó Unido
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.67;0.0;0.0;90;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6;0.0;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Farick Haddad;Unión La Calera
0.0;0.0;0.0;0.4;66.67;0.2;100.0;0.0;0.0;0.2;0.0;60.5;0.6;75.0;90;0.2;0.2;0.0;1.0;2.4;1.2;1.2;1.6;0.0;0.0;0.2;0.6;0.2;1.4;0.0;14.4;0.0;0.0;0.0;5.2;36.11;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Alejandro Santander;Cobresal
0.0;0.0;0.0;1.4;28.57;1.4;40.0;0.0;0.0;1.4;0.0;67.86;2.79;33.33;90;0.0;1.4;0.7;5.58;0.0;0.0;0.0;1.4;0.7;0.0;0.0;0.0;0.0;11.16;0.0;26.51;1.4;2.79;66.67;2.09;33.33;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Nicolás Aedo;Unión La Calera
0.0;0.5;0.0;0.5;66.67;0.0;0.0;0.0;0.0;0.0;0.0;66.67;0.5;50.0;90;0.5;0.25;0.0;1.0;1.5;1.25;0.25;1.25;0.0;0.5;0.0;0.25;0.0;3.25;0.0;16.0;0.25;0.0;0.0;7.75;50.82;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Luis Ureta;O'Higgins
0.0;0.72;0.0;4.7;30.95;0.36;16.67;2.17;46.15;2.17;0.36;68.75;5.06;29.17;90;0.36;2.53;4.34;3.25;0.0;0.0;0.0;0.36;0.36;0.0;0.0;0.0;0.0;10.12;0.36;23.86;1.08;0.36;10.0;1.08;75.0;0.36;0.0;1.08;0.0;0.72;0.0;0.36;0.0;0.0;0.0;;0.0;0.0;0.0;Thomas Rodríguez;Unión Española
0.0;0.57;0.0;8.03;43.75;0.0;0.0;0.57;20.0;7.45;0.0;59.02;8.03;43.75;90;0.0;2.29;2.29;4.01;0.0;0.0;0.0;1.72;0.57;0.0;0.0;0.0;0.0;4.59;0.0;20.64;0.57;0.0;0.0;0.57;11.11;1.15;2.87;3.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Mauricio Morales;Universidad de Chile
0.0;0.0;0.0;3.7;60.0;1.23;25.0;1.23;100.0;2.47;0.0;61.29;4.93;44.44;90;0.0;2.47;0.0;3.7;0.0;0.0;0.0;3.7;1.23;0.0;0.0;0.0;0.0;3.7;0.0;23.42;0.0;0.0;0.0;0.0;0.0;2.47;3.7;0.0;0.0;1.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Matías Ormazábal;Curicó Unido
0.0;0.0;0.0;3.69;62.5;0.0;0.0;2.21;100.0;0.0;0.0;78.05;3.69;45.45;90;1.48;0.0;0.74;2.21;0.0;0.0;0.0;2.21;0.74;0.0;0.0;0.0;0.0;5.16;0.0;23.61;0.0;0.74;100.0;2.95;66.67;0.74;0.0;1.48;0.0;0.0;0.0;0.0;0.0;0.0;0.74;0.0;0.0;0.0;0.0;Dilan Acevedo;Curicó Unido
0.0;1.32;0.0;3.97;60.0;1.32;100.0;0.0;0.0;3.97;0.0;61.11;5.29;66.67;90;0.0;1.32;0.0;5.29;0.0;0.0;0.0;2.65;0.0;0.0;0.0;0.0;0.0;2.65;0.0;14.56;0.0;0.0;0.0;1.32;33.33;0.0;5.29;1.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Carlos Lobos;Huachipato
0.0;0.0;0.0;6.43;42.86;0.0;0.0;2.14;25.0;2.14;0.0;85.71;6.43;42.86;90;2.14;2.14;0.0;4.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.43;0.0;25.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Diego Corral;Universidad Católica
0.0;0.83;0.0;5.83;46.67;0.0;0.0;3.33;66.67;0.83;0.0;85.0;5.83;43.75;90;1.67;0.83;2.5;3.33;0.0;0.0;0.0;1.67;0.0;0.0;0.0;0.0;0.0;7.5;0.0;42.5;0.0;0.0;0.0;4.17;83.33;0.83;0.0;1.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Javier Núñez;Deportes Magallanes
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;0.0;0.0;90;0.0;0.0;0.0;1.0;2.0;0.5;1.5;1.5;0.0;0.5;0.0;1.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;4.0;25.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Diego Carreño;O'Higgins
0.0;0.4;0.0;2.38;40.91;0.53;33.33;0.0;0.0;1.59;0.0;73.76;2.91;39.29;90;0.79;0.93;1.32;1.59;0.0;0.0;0.0;0.79;0.26;0.0;0.0;0.0;0.0;5.68;0.0;25.64;0.53;0.13;5.56;1.85;35.9;1.06;1.19;0.79;0.0;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Marcelo Filla;Cobresal
0.0;0.0;0.0;3.83;30.77;0.48;50.0;1.44;37.5;1.91;0.0;79.81;4.31;32.14;90;0.48;0.0;3.83;3.35;0.0;0.0;0.0;1.91;0.0;0.0;0.0;0.0;0.0;15.32;0.0;39.73;1.91;0.48;20.0;2.39;62.5;0.48;0.48;2.39;0.0;1.91;0.48;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Andrés Souper;Deportes Magallanes
0.0;0.45;0.0;2.71;33.33;2.71;60.0;0.45;25.0;2.26;0.0;70.51;5.43;42.86;90;0.0;1.36;2.26;2.26;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;7.69;0.0;24.87;0.45;0.0;0.0;0.9;16.67;0.0;1.81;0.45;0.45;0.9;0.9;0.0;0.0;0.0;0.45;;0.0;0.0;0.0;Felipe Yáñez;Coquimbo Unido
0.0;0.0;0.0;2.39;47.62;1.19;50.0;0.48;100.0;1.67;0.0;75.93;3.58;48.39;90;0.24;1.43;0.72;3.1;0.0;0.0;0.0;1.43;0.0;0.0;0.0;0.0;0.0;5.25;0.0;39.15;0.24;0.0;0.0;5.01;45.65;1.43;2.39;0.48;0.0;0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.24;0.0;0.0;Renzo Malanca;Huachipato
0.0;0.0;0.0;4.39;66.67;1.92;58.33;0.27;50.0;3.57;0.0;67.02;6.31;63.89;90;0.55;0.55;0.55;1.65;0.0;0.0;0.0;2.74;0.0;0.0;0.0;0.0;0.0;4.94;0.0;17.29;0.27;0.27;50.0;3.84;56.0;1.1;2.47;1.1;0.0;0.27;0.0;0.0;0.0;0.0;0.82;;0.27;0.0;0.0;Darko Fiamengo;Curicó Unido
0.0;0.0;0.0;2.0;33.33;0.0;0.0;0.67;33.33;0.0;0.0;76.47;2.0;25.0;90;1.33;1.33;1.33;2.0;0.0;0.0;0.0;1.33;0.67;0.0;0.0;0.0;0.0;3.33;0.0;17.33;1.33;0.67;50.0;1.33;50.0;1.33;0.0;0.0;0.0;1.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cristian Bustamante;Curicó Unido
0.0;2.81;0.0;2.81;20.0;5.63;40.0;0.0;0.0;0.0;0.0;60.0;8.44;30.0;90;2.81;2.81;2.81;8.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.44;0.0;25.31;0.0;0.0;0.0;0.0;0.0;0.0;2.81;2.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Javier Quinones;Audax Italiano
0.0;0.57;0.0;5.16;40.91;0.0;0.0;2.29;57.14;2.29;0.0;77.27;5.16;33.33;90;0.57;0.57;4.01;2.29;0.0;0.0;0.0;0.57;0.0;0.0;0.0;0.0;0.0;10.32;0.0;19.49;0.57;1.15;22.22;0.0;0.0;0.57;0.57;1.15;0.0;0.57;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Jeremy Silva;Unión Española
0.0;0.0;0.0;2.6;31.58;2.16;71.43;0.87;22.22;0.43;0.0;69.23;4.76;42.31;90;1.3;0.87;1.3;1.73;0.0;0.0;0.0;1.3;0.43;0.0;0.0;0.0;0.0;4.76;0.0;15.58;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ian Aliaga;Curicó Unido
0.0;0.42;0.0;1.88;30.0;1.04;83.33;0.21;20.0;1.67;0.0;82.51;2.92;38.89;90;0.0;2.09;0.21;1.88;0.0;0.0;0.0;1.67;0.63;0.0;0.0;0.0;0.0;6.06;0.0;31.53;0.0;0.84;26.67;1.04;23.81;1.25;1.67;1.25;0.0;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Nicolás Crovetto;Deportes Magallanes
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;90;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Axel Cerda;Universidad Católica
0.0;0.0;0.0;2.0;16.67;4.0;66.67;2.0;50.0;0.0;0.0;66.67;6.0;33.33;90;0.0;2.0;6.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Diego Ossa;Universidad Católica
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90;0.0;0.0;0.0;11.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Rodrigo Vásquez;Unión Española
0.0;0.0;0.0;1.67;100.0;0.0;0.0;1.67;100.0;0.0;0.0;42.11;1.67;100.0;90;0.0;0.0;0.0;1.67;5.0;5.0;0.0;3.33;0.0;1.67;0.0;0.0;0.0;0.0;0.0;13.33;0.0;0.0;0.0;10.0;35.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Alonso Montecinos;Unión Española
0.0;3.91;0.0;7.83;33.33;0.0;0.0;3.91;100.0;0.0;0.0;66.67;7.83;33.33;90;3.91;7.83;7.83;3.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.91;0.0;7.83;3.91;3.91;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Francisco Pena;Deportes Magallanes
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.14;0.0;0.0;90;0.0;0.0;7.5;7.5;0.0;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;7.5;0.0;30.0;7.5;7.5;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Iván Garrido;Curicó Unido
0.0;0.0;0.0;6.21;66.67;3.1;50.0;3.1;100.0;0.0;0.0;40.0;9.31;60.0;90;3.1;0.0;3.1;6.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.31;0.0;12.41;6.21;6.21;28.57;3.1;33.33;0.0;0.0;0.0;0.0;6.21;0.0;3.1;0.0;0.0;0.0;;0.0;0.0;0.0;Claudio Espinoza;Unión Española
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.33;0.0;0.0;90;0.0;0.0;3.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Martín Araya;Palestino
0.0;1.14;0.0;0.0;0.0;2.28;50.0;0.0;0.0;0.0;0.0;84.62;2.28;33.33;90;0.0;1.14;0.0;3.42;0.0;0.0;0.0;2.28;1.14;0.0;0.0;0.0;0.0;6.84;0.0;12.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.14;0.0;1.14;0.0;0.0;0.0;;0.0;0.0;0.0;Alonso Barría;Deportes Magallanes
0.0;0.0;0.33;0.33;100.0;0.0;0.0;0.0;0.0;0.33;0.0;69.49;0.33;100.0;90;0.0;0.0;0.0;1.0;2.67;2.0;0.67;2.33;0.0;0.0;0.0;0.33;0.0;1.0;0.0;13.67;0.0;0.0;0.0;4.33;43.33;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Juan Echave;Unión Española
0.0;0.0;0.0;4.44;38.89;0.63;25.0;1.9;37.5;0.63;0.0;51.35;5.07;36.36;90;1.9;0.0;1.9;2.54;0.0;0.0;0.0;1.9;0.0;0.0;0.0;0.0;0.0;4.44;0.0;12.04;0.0;0.0;0.0;1.27;50.0;1.27;0.0;1.9;0.0;0.63;0.63;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Levit Bejar;Coquimbo Unido
0.0;0.0;0.24;3.4;56.0;1.7;50.0;0.24;33.33;2.43;0.0;71.71;5.09;53.85;90;0.73;1.46;0.24;1.46;0.0;0.0;0.0;1.21;0.49;0.0;0.0;0.0;0.0;3.15;0.0;26.44;0.0;0.49;33.33;1.21;19.23;0.97;4.37;0.97;0.0;0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Diego Munoz;Curicó Unido
0.0;0.61;0.4;4.45;34.92;0.0;0.0;1.01;33.33;1.42;0.0;75.45;4.45;31.88;90;2.02;2.63;2.22;4.45;0.0;0.0;0.0;1.42;0.4;0.0;0.0;0.0;0.0;11.12;0.2;25.48;1.82;0.0;0.0;1.42;53.85;0.4;0.4;1.42;0.0;2.22;0.61;0.2;0.0;0.0;0.2;;0.0;0.0;0.0;Gonzalo Álvarez;Audax Italiano
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;90;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Sergio Vergara;Curicó Unido
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;90;0.0;0.0;0.0;8.18;0.0;0.0;0.0;0.0;8.18;0.0;0.0;0.0;0.0;0.0;0.0;32.73;0.0;0.0;0.0;0.0;0.0;0.0;8.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Cristobal Muñoz;Audax Italiano
0.0;0.0;1.3;7.83;50.0;0.0;0.0;1.3;50.0;1.3;0.0;85.45;7.83;50.0;90;5.22;2.61;1.3;2.61;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;14.35;0.0;61.3;2.61;1.3;100.0;2.61;100.0;0.0;0.0;2.61;0.0;1.3;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Yeiler Góez;Deportes Magallanes
0.0;0.0;0.0;0.0;0.0;0.29;100.0;0.0;0.0;0.0;0.0;58.97;0.29;50.0;90;0.0;0.29;0.0;1.14;2.29;1.14;1.14;2.0;0.29;0.57;0.0;1.14;0.0;0.86;0.0;13.14;0.0;0.0;0.0;4.0;31.11;0.0;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Gonzalo Collao;Palestino
