goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;successfulDribblesPercentage;tackles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;expectedGoals;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
0.47;0.12;0.12;1.29;24.44;1.64;41.18;0.59;35.71;0.35;0.59;65.84;2.93;31.65;90;0.35;0.94;1.88;1.99;0.0;0.0;0.0;1.53;0.12;0.0;0.0;0.0;0.0;7.63;0.0;15.61;2.11;0.0;0.0;0.12;25.0;0.47;0.47;0.35;0.23;2.23;1.06;0.23;21.05;0.0;0.94;0.0;0.0;0.0;0.0;Javier Parraguez;Coquimbo Unido
0.18;0.28;0.0;3.41;41.11;1.29;40.0;1.47;69.57;1.01;0.0;71.37;4.7;40.8;90;0.92;1.47;2.4;1.47;0.0;0.0;0.0;0.92;0.09;0.0;0.0;0.0;0.0;6.72;0.09;14.92;1.47;0.83;40.91;0.55;54.55;0.09;0.92;0.46;0.28;1.93;0.74;0.28;9.52;0.0;0.74;;0.0;0.0;0.0;Luis Riveros;Audax Italiano
0.04;0.18;0.0;1.62;52.87;1.55;62.86;0.18;50.0;1.13;0.04;75.6;3.17;57.32;90;0.32;0.99;0.25;1.02;0.0;0.0;0.0;1.2;0.14;0.0;0.0;0.0;0.0;3.45;0.0;32.18;0.28;0.0;0.0;3.7;43.39;1.51;3.45;0.11;0.14;0.46;0.07;0.11;7.69;0.04;0.0;0.0;0.0;0.0;0.0;Diego Oyarzún;Everton de Viña del Mar
0.16;0.21;0.0;2.89;43.31;0.95;54.55;1.0;55.88;1.58;0.0;82.71;3.84;45.63;90;0.32;1.42;1.11;1.47;0.0;0.0;0.0;1.42;0.37;0.0;0.0;0.0;0.0;11.74;0.0;44.32;0.95;0.05;16.67;6.16;66.1;0.84;1.05;0.53;0.16;2.0;0.58;0.74;7.89;0.0;0.05;0.0;0.0;0.0;0.0;Alfred Canales;Deportes Magallanes
0.0;0.0;0.0;6.58;60.98;1.84;53.85;2.24;62.96;1.58;0.0;74.05;8.42;59.26;90;2.76;0.26;1.71;1.84;0.0;0.0;0.0;0.53;0.13;0.0;0.0;0.0;0.0;9.08;0.0;25.53;1.18;0.66;16.13;1.18;42.86;0.53;0.79;0.92;0.0;2.11;0.66;0.66;0.0;0.26;0.0;;0.0;0.0;0.0;Benjamín Galdames;Unión Española
0.0;0.39;0.0;4.55;53.41;1.89;59.09;0.77;50.0;1.65;0.05;78.47;6.44;54.96;90;2.13;1.06;1.55;1.21;0.0;0.0;0.0;1.06;0.15;0.0;0.0;0.0;0.0;10.45;0.05;32.81;1.31;0.05;16.67;3.48;60.5;0.44;1.74;0.77;0.1;1.06;0.29;0.29;0.0;0.0;0.15;0.0;0.0;0.0;0.0;Pablo Hernández;O'Higgins
0.29;0.68;0.0;4.08;46.15;1.26;81.25;0.97;66.67;2.24;0.1;84.25;5.35;51.4;90;0.87;2.53;0.29;2.14;0.0;0.0;0.0;1.65;0.19;0.0;0.0;0.0;0.0;7.39;0.1;34.31;1.65;0.0;0.0;4.47;61.33;1.17;0.68;1.56;0.0;2.43;0.87;0.19;12.0;0.0;0.0;;0.0;0.0;0.0;Cristopher Mesías;Cobresal
0.0;0.0;0.05;0.2;66.67;0.25;83.33;0.0;0.0;0.0;0.0;78.29;0.45;75.0;90;0.2;0.05;0.0;1.04;2.38;1.34;1.04;0.84;0.15;0.74;0.25;0.2;0.25;1.24;0.0;25.37;0.0;0.0;0.0;6.24;48.28;0.05;0.55;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;Brayan Cortés;Colo Colo
0.08;0.25;0.04;3.6;58.22;0.38;47.37;0.64;68.18;1.78;0.0;88.43;3.98;56.97;90;1.19;1.19;0.68;1.06;0.0;0.0;0.0;0.93;0.13;0.0;0.0;0.0;0.0;8.14;0.0;44.05;0.68;0.04;50.0;2.42;74.03;0.93;0.81;0.59;0.0;0.68;0.08;0.34;12.5;0.04;0.04;0.0;0.0;0.0;0.0;Lorenzo Reyes;Ñublense
0.0;0.16;0.0;0.61;93.75;0.29;87.5;0.04;100.0;0.08;0.0;65.65;0.9;91.67;90;0.49;0.0;0.0;1.02;3.56;1.96;1.59;1.51;0.33;0.41;0.2;0.61;0.2;1.88;0.0;18.51;0.04;0.0;0.0;7.4;43.72;0.0;1.31;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.08;0.0;0.0;Fabián Cerda;Curicó Unido
0.1;0.3;0.0;2.1;56.76;1.7;58.62;0.35;46.67;1.45;0.0;69.03;3.8;57.58;90;0.3;0.7;0.05;1.2;0.0;0.0;0.0;1.25;0.2;0.0;0.0;0.0;0.0;5.4;0.1;32.53;0.3;0.15;16.67;6.0;40.27;1.55;4.6;0.55;0.0;0.75;0.25;0.1;13.33;0.0;0.0;0.0;0.0;0.0;0.0;Juan Freytes;Unión La Calera
0.14;0.14;0.0;3.03;47.73;1.01;70.0;1.01;77.78;1.59;0.0;83.23;4.04;51.85;90;0.43;0.72;1.44;1.01;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;12.26;0.14;40.1;0.58;0.14;20.0;3.89;56.25;1.01;1.59;0.87;0.0;0.43;0.14;0.29;33.33;0.0;0.29;;0.0;0.0;0.0;Williams Alarcón;Unión La Calera
0.0;0.33;0.09;2.6;62.5;2.22;63.51;0.24;83.33;1.75;0.05;71.9;4.82;62.96;90;0.61;1.09;0.19;1.09;0.0;0.0;0.0;1.09;0.05;0.0;0.0;0.0;0.0;4.21;0.0;30.13;0.19;0.19;57.14;3.41;37.7;1.42;3.59;0.33;0.05;0.66;0.14;0.19;0.0;0.0;0.05;0.0;0.0;0.05;0.0;Matías Zaldivia;Universidad de Chile
0.0;0.12;0.06;1.68;58.33;1.26;65.63;0.06;100.0;1.26;0.06;79.47;2.94;61.25;90;0.36;0.42;0.06;1.02;0.0;0.0;0.0;1.68;0.12;0.0;0.0;0.0;0.0;1.56;0.0;28.6;0.06;0.0;0.0;3.42;49.57;2.1;5.47;0.72;0.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Matías Cahais;Curicó Unido
0.35;0.17;0.0;4.81;56.7;0.79;40.91;1.22;58.33;2.27;0.0;71.0;5.59;53.78;90;1.31;1.14;1.14;2.1;0.0;0.0;0.0;1.14;0.17;0.0;0.0;0.0;0.0;6.12;0.09;18.61;1.4;0.52;21.43;0.87;41.67;0.7;0.96;0.7;0.35;1.92;0.87;0.26;18.18;0.0;0.26;0.0;0.0;0.0;0.0;John Valladares Moya;Deportes Copiapó
0.0;0.25;0.0;1.78;52.83;2.67;67.74;0.19;50.0;1.33;0.0;75.71;4.45;60.87;90;0.25;1.08;0.06;1.27;0.0;0.0;0.0;1.33;0.06;0.0;0.0;0.0;0.0;2.35;0.0;28.9;0.06;0.0;0.0;2.41;38.0;1.33;4.7;0.38;0.0;0.44;0.0;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sebastián Pereira;Everton de Viña del Mar
0.17;0.17;0.06;5.46;42.73;0.45;30.77;1.86;62.26;2.25;0.23;82.96;5.91;41.5;90;1.35;0.9;4.28;1.01;0.0;0.0;0.0;1.07;0.11;0.0;0.0;0.0;0.0;16.16;0.11;45.51;2.08;0.23;17.39;1.86;55.93;0.56;0.39;1.13;0.06;2.03;0.39;0.56;8.33;0.06;0.0;;0.0;0.0;0.0;Javier Altamirano;Huachipato
0.0;0.46;0.0;3.21;68.29;0.92;40.0;0.23;50.0;2.07;0.0;75.85;4.13;59.02;90;0.92;1.03;0.0;1.61;0.0;0.0;0.0;0.92;0.11;0.0;0.0;0.0;0.0;2.53;0.0;30.65;0.34;0.23;66.67;4.25;44.05;1.95;3.56;0.34;0.0;0.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Enzo Guerrero;Ñublense
0.05;0.27;0.0;3.97;56.15;0.76;56.0;0.6;40.74;2.29;0.11;81.52;4.74;56.13;90;1.09;0.54;0.87;1.14;0.0;0.0;0.0;1.25;0.11;0.0;0.0;0.0;0.0;8.17;0.05;37.95;0.87;0.82;31.25;2.12;43.82;1.47;1.58;0.82;0.0;0.27;0.16;0.0;20.0;0.0;0.16;;0.0;0.0;0.0;Eugenio Mena;Universidad Católica
0.0;0.97;0.0;7.74;44.44;0.97;25.0;2.9;60.0;0.0;0.0;84.0;8.71;40.91;90;4.84;3.87;1.94;3.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.71;0.0;20.32;1.94;0.97;20.0;4.84;100.0;0.0;0.97;1.94;0.0;4.84;0.0;0.97;0.0;0.0;0.0;;0.0;0.0;0.0;Cristian Aravena;Coquimbo Unido
0.0;0.07;0.0;2.66;42.86;0.82;52.17;0.41;27.27;2.05;0.2;71.77;3.48;44.74;90;0.2;0.75;0.27;1.3;0.0;0.0;0.0;0.89;0.27;0.0;0.0;0.0;0.0;10.31;0.2;28.47;1.64;1.23;34.62;4.92;48.65;1.3;0.68;1.43;0.0;1.16;0.34;0.2;0.0;0.0;0.07;;0.0;0.0;0.0;Brayan Véjar;Palestino
0.24;0.19;0.0;4.02;46.15;0.62;37.14;0.53;35.48;2.01;0.1;75.04;4.64;44.7;90;1.48;1.96;0.91;1.34;0.0;0.0;0.0;0.96;0.29;0.0;0.0;0.0;0.0;9.57;0.1;25.04;1.01;0.14;13.04;1.77;56.06;0.62;0.38;1.05;0.24;1.44;0.57;0.29;16.67;0.0;0.1;0.0;0.0;0.0;0.0;Fernando Cornejo;Palestino
0.1;0.15;0.0;3.39;48.55;1.26;48.08;1.21;54.55;1.57;0.15;71.06;4.65;48.42;90;0.61;1.01;0.81;1.26;0.0;0.0;0.0;1.21;0.25;0.0;0.0;0.0;0.0;5.41;0.3;22.1;0.66;0.51;26.32;2.02;41.67;2.33;2.43;0.86;0.0;0.61;0.25;0.05;16.67;0.0;0.1;0.0;0.0;0.0;0.0;Francisco Salinas;Unión La Calera
0.0;0.08;0.0;0.2;83.33;0.12;100.0;0.0;0.0;0.04;0.0;68.86;0.32;88.89;90;0.16;0.0;0.04;1.0;2.84;1.76;1.08;1.08;0.2;0.32;0.04;0.32;0.04;1.24;0.0;16.36;0.08;0.0;0.0;4.92;40.46;0.04;0.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.0;0.0;Tomás Ahumada;Audax Italiano
0.0;0.0;0.0;1.33;40.0;3.33;71.43;0.0;0.0;0.67;0.67;77.42;4.67;58.33;90;0.67;0.0;0.67;3.33;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;16.0;1.33;0.0;0.0;0.0;0.0;0.0;0.0;1.33;0.0;4.0;1.33;0.0;0.0;0.0;0.67;;0.0;0.0;0.0;Felipe Cadenazzi;Deportes Magallanes
0.0;0.12;0.0;1.54;58.14;2.71;70.97;0.31;62.5;0.86;0.06;79.7;4.25;65.71;90;0.37;0.37;0.37;1.23;0.0;0.0;0.0;1.29;0.06;0.0;0.0;0.0;0.0;5.36;0.0;36.26;0.37;0.0;0.0;4.86;58.96;1.23;2.46;0.25;0.0;0.31;0.06;0.12;0.0;0.0;0.06;0.0;0.0;0.0;0.0;Fernando Meza;Palestino
0.0;0.0;0.0;6.22;50.0;1.91;50.0;2.87;66.67;2.39;0.0;71.23;8.14;50.0;90;0.96;1.44;1.44;2.39;0.0;0.0;0.0;0.96;0.0;0.0;0.0;0.0;0.0;8.14;0.0;24.89;1.44;1.91;44.44;0.96;16.67;1.44;0.48;1.91;0.0;3.83;0.48;0.96;0.0;0.48;0.0;;0.0;0.0;0.0;Joan Cruz;Everton de Viña del Mar
0.27;0.2;0.0;1.77;29.21;1.16;34.0;0.95;45.16;0.34;0.14;66.87;2.93;30.94;90;0.48;1.02;1.22;1.84;0.0;0.0;0.0;0.95;0.34;0.0;0.0;0.0;0.0;7.01;0.27;15.24;1.5;0.75;44.0;1.09;57.14;0.34;0.54;0.95;0.27;2.52;0.82;0.48;10.81;0.07;0.41;0.0;0.0;0.0;0.0;Sebastián Lomónaco;Unión La Calera
0.36;0.24;0.0;2.98;29.94;0.77;37.14;1.73;52.73;0.36;0.24;68.51;3.75;31.19;90;0.89;1.55;3.4;1.31;0.0;0.0;0.0;0.6;0.18;0.0;0.0;0.0;0.0;5.78;0.3;11.79;1.43;0.24;44.44;0.18;30.0;0.06;0.12;0.6;0.24;1.97;0.95;0.36;18.18;0.0;0.54;0.0;0.0;0.0;0.0;Damián Pizarro;Colo Colo
0.0;0.22;0.0;3.26;51.75;0.5;52.94;0.72;38.24;1.44;0.06;81.16;3.76;51.91;90;1.11;0.66;0.5;1.05;0.0;0.0;0.0;1.44;0.33;0.0;0.0;0.0;0.0;7.08;0.11;33.36;1.38;2.1;39.58;2.1;45.24;0.61;1.94;0.77;0.0;0.61;0.0;0.28;0.0;0.0;0.11;;0.0;0.0;0.0;Ronald de la Fuente;Curicó Unido
0.18;0.18;0.0;2.97;44.95;0.18;27.27;0.97;41.03;1.27;0.18;72.78;3.15;43.33;90;0.73;0.73;0.54;1.39;0.0;0.0;0.0;1.09;0.12;0.0;0.0;0.0;0.0;6.36;0.24;14.89;1.09;0.79;18.31;0.48;33.33;0.73;0.24;1.03;0.06;1.51;0.73;0.18;12.0;0.0;0.36;0.0;0.0;0.0;0.0;Benjamin Chandia;Coquimbo Unido
0.0;0.42;0.0;3.61;51.91;1.33;49.02;1.06;68.97;2.07;0.11;75.4;4.93;51.1;90;0.48;1.17;0.95;1.22;0.0;0.0;0.0;1.48;0.05;0.0;0.0;0.0;0.0;6.42;0.05;37.39;0.69;0.05;8.33;3.5;48.18;2.12;1.8;0.8;0.0;0.32;0.0;0.16;0.0;0.0;0.05;0.0;0.05;0.0;0.0;Pedro Emanuel Ojeda;Universidad de Chile
0.08;0.24;0.0;1.42;32.73;5.77;63.48;0.24;50.0;0.55;0.08;66.93;7.19;53.53;90;0.63;1.42;0.71;1.98;0.0;0.0;0.0;1.66;0.16;0.0;0.0;0.0;0.0;6.64;0.24;20.15;1.03;0.0;0.0;0.71;47.37;0.24;1.34;0.55;0.32;4.11;0.71;1.26;1.92;0.16;1.58;;0.0;0.0;0.0;Tobías Figueroa;Curicó Unido
0.11;0.32;0.0;1.89;52.24;1.73;51.61;0.38;87.5;1.13;0.05;74.01;3.62;51.94;90;0.38;0.86;0.16;1.19;0.0;0.0;0.0;1.35;0.32;0.0;0.0;0.0;0.0;5.72;0.05;37.36;0.43;0.05;9.09;3.89;37.89;0.86;5.51;0.76;0.16;1.03;0.22;0.11;10.53;0.11;0.05;0.0;0.0;0.0;0.0;Nicolás Berardo;Deportes Magallanes
0.0;0.31;0.0;4.95;66.67;3.71;70.59;0.93;100.0;2.78;0.0;61.96;8.66;68.29;90;1.24;1.55;0.0;3.4;0.0;0.0;0.0;0.62;0.62;0.0;0.0;0.0;0.0;5.26;0.0;17.63;0.31;0.62;22.22;2.78;50.0;2.16;1.86;0.93;0.0;0.93;0.31;0.31;0.0;0.0;0.31;0.0;0.0;0.0;0.0;Nicolás Peñailillo;Unión La Calera
0.0;0.46;0.0;2.17;58.02;1.25;57.45;0.18;57.14;1.8;0.0;80.25;3.42;57.81;90;0.18;0.88;0.09;1.15;0.0;0.0;0.0;1.11;0.28;0.0;0.0;0.0;0.0;3.92;0.0;32.82;0.23;0.09;33.33;4.38;49.22;1.66;3.23;0.55;0.0;0.23;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;Juan Sills;Deportes Copiapó
0.16;0.32;0.0;4.3;54.55;1.03;54.17;0.8;58.82;2.47;0.08;75.81;5.33;54.47;90;1.03;1.59;0.88;1.67;0.0;0.0;0.0;1.43;0.16;0.0;0.0;0.0;0.0;6.68;0.0;29.68;0.95;0.24;20.0;2.47;38.75;1.35;1.35;0.64;0.0;1.27;0.16;0.16;12.5;0.0;0.08;0.0;0.0;0.0;0.0;Marco Collao;Audax Italiano
0.0;0.21;0.05;3.57;54.33;0.93;56.25;0.62;85.71;1.71;0.05;78.99;4.5;54.72;90;1.24;1.6;0.41;1.29;0.0;0.0;0.0;1.34;0.1;0.0;0.0;0.0;0.0;7.81;0.05;32.28;0.78;0.1;66.67;3.26;52.07;1.45;1.5;0.93;0.1;0.98;0.05;0.31;0.0;0.05;0.05;0.0;0.0;0.0;0.0;Camilo Moya;O'Higgins
0.41;0.1;0.0;2.24;36.07;1.22;27.91;0.31;20.0;0.71;0.2;64.97;3.46;32.69;90;1.22;0.81;1.73;1.22;0.0;0.0;0.0;1.32;0.2;0.0;0.0;0.0;0.0;4.89;0.31;11.71;0.61;0.0;0.0;0.2;40.0;0.2;0.41;0.31;0.41;2.44;0.92;0.41;16.67;0.0;0.71;0.0;0.0;0.0;0.0;Agustín Rodríguez;Unión La Calera
0.04;0.18;0.0;1.83;48.54;2.49;66.02;0.22;66.67;1.06;0.0;76.22;4.33;57.28;90;0.59;0.99;0.26;1.03;0.0;0.0;0.0;1.25;0.04;0.0;0.0;0.0;0.0;2.53;0.0;32.1;0.18;0.0;0.0;3.52;38.87;1.5;4.11;0.62;0.04;0.59;0.07;0.18;6.25;0.0;0.04;0.0;0.0;0.0;0.0;Luis Casanova;Universidad de Chile
0.0;0.25;0.08;0.91;35.48;3.14;79.17;0.08;50.0;0.58;0.0;81.37;4.05;62.03;90;0.33;1.24;0.0;1.24;0.0;0.0;0.0;1.16;0.17;0.0;0.0;0.0;0.0;1.82;0.08;39.3;0.33;0.0;0.0;3.47;44.21;0.91;3.47;0.41;0.0;0.66;0.17;0.08;0.0;0.0;0.08;0.0;0.0;0.0;0.0;Guillermo Burdisso;Universidad Católica
0.25;0.25;0.05;3.26;35.96;1.22;27.27;0.97;46.34;0.87;0.0;71.98;4.48;33.08;90;1.43;2.65;1.83;1.38;0.0;0.0;0.0;1.32;0.0;0.0;0.0;0.0;0.0;7.59;0.05;15.18;1.58;0.0;0.0;0.66;65.0;0.31;0.71;0.46;0.2;3.01;0.87;0.87;8.47;0.0;0.56;0.0;0.0;0.0;0.0;Nicolás Guerra;Universidad de Chile
0.0;0.35;0.09;1.76;51.28;0.92;52.5;0.22;71.43;1.19;0.0;75.31;2.69;51.69;90;0.35;0.79;0.18;1.01;0.0;0.0;0.0;1.14;0.22;0.0;0.0;0.0;0.0;4.54;0.0;31.7;0.44;0.0;0.0;7.27;52.38;0.88;4.23;0.7;0.04;0.26;0.0;0.0;0.0;0.0;0.04;;0.0;0.0;0.0;Carlos Labrín;Audax Italiano
0.0;0.3;0.15;2.52;56.67;1.73;62.5;0.3;75.0;1.04;0.05;72.86;4.25;58.9;90;1.18;1.23;0.15;1.04;0.0;0.0;0.0;0.89;0.15;0.0;0.0;0.0;0.0;3.51;0.05;27.7;0.2;0.05;20.0;3.6;41.48;1.63;4.25;0.44;0.05;0.59;0.15;0.1;0.0;0.0;0.0;;0.0;0.0;0.0;Maximiliano Falcón;Colo Colo
0.0;0.22;0.05;2.4;55.7;0.65;66.67;0.11;40.0;1.42;0.0;76.99;3.05;57.73;90;0.87;0.98;0.27;1.25;0.0;0.0;0.0;1.58;0.11;0.0;0.0;0.0;0.0;7.58;0.0;39.05;0.82;0.22;44.44;5.24;45.28;1.36;2.67;0.49;0.0;0.55;0.22;0.05;0.0;0.0;0.0;;0.0;0.0;0.0;Nery Domínguez;Universidad de Chile
0.18;0.04;0.0;5.57;47.21;0.75;38.64;1.97;59.21;0.83;0.18;76.69;6.31;46.01;90;2.81;0.83;3.33;1.23;0.0;0.0;0.0;1.14;0.13;0.0;0.0;0.0;0.0;9.16;0.18;22.36;1.58;0.53;40.0;1.23;54.9;0.48;0.35;0.75;0.13;1.58;0.44;0.31;11.11;0.04;0.13;0.0;0.0;0.0;0.0;Luciano Cabral;Coquimbo Unido
0.23;0.29;0.0;3.67;47.01;1.11;38.78;0.99;51.52;2.21;0.12;66.98;4.77;44.81;90;0.47;1.22;0.93;1.51;0.0;0.0;0.0;1.05;0.17;0.0;0.0;0.0;0.0;7.27;0.12;16.52;1.11;0.23;16.67;0.7;35.29;0.87;0.81;1.11;0.52;2.33;0.64;0.47;10.0;0.0;0.06;0.0;0.0;0.0;0.0;Nicolás Orellana;Unión La Calera
0.23;0.08;0.0;2.02;40.0;0.16;20.0;0.85;55.0;0.47;0.0;75.35;2.17;37.33;90;0.7;0.39;1.16;1.86;0.0;0.0;0.0;1.63;0.08;0.0;0.0;0.0;0.0;7.91;0.16;20.62;1.24;0.93;34.29;1.32;60.71;0.47;0.16;0.78;0.16;2.48;0.7;0.47;9.38;0.23;0.0;;0.0;0.08;0.0;Jason Flores;Curicó Unido
0.04;0.24;0.04;2.41;57.14;1.6;63.49;0.28;77.78;1.8;0.04;75.32;4.01;59.52;90;0.32;1.0;0.12;1.08;0.0;0.0;0.0;1.32;0.28;0.0;0.0;0.0;0.0;2.41;0.04;30.36;0.32;0.0;0.0;3.69;36.65;1.04;3.41;0.64;0.04;0.48;0.16;0.12;8.33;0.0;0.0;0.0;0.0;0.0;0.0;Diego García;Deportes Copiapó
0.06;0.13;0.0;1.94;63.83;1.74;51.92;0.06;50.0;1.23;0.0;77.3;3.68;57.58;90;0.65;0.39;0.06;1.16;0.0;0.0;0.0;0.84;0.13;0.0;0.0;0.0;0.0;2.58;0.0;28.17;0.06;0.06;50.0;4.01;48.06;0.71;2.84;0.65;0.13;0.32;0.19;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;Antonio Ceza;Palestino
0.37;0.37;0.12;3.77;42.36;1.79;34.12;0.49;34.78;0.8;0.12;62.91;5.56;39.3;90;2.53;2.9;1.17;1.42;0.0;0.0;0.0;0.99;0.25;0.0;0.0;0.0;0.0;3.83;0.12;10.69;0.8;0.12;28.57;0.68;44.0;0.25;0.93;0.49;0.06;2.29;0.74;0.49;16.22;0.19;0.31;0.0;0.0;0.0;0.0;Isaac Díaz;Deportes Copiapó
0.0;0.23;0.0;3.38;45.36;1.0;52.0;0.0;0.0;1.92;0.0;78.57;4.37;46.72;90;1.46;1.15;0.61;1.61;0.0;0.0;0.0;1.38;0.31;0.0;0.0;0.0;0.0;11.89;0.08;42.2;1.07;0.77;27.03;6.75;56.41;1.3;1.07;1.92;0.0;0.92;0.23;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Marco Medel;Deportes Copiapó
0.83;0.0;0.0;2.2;25.81;2.75;35.71;0.28;16.67;0.83;0.0;73.63;4.95;30.51;90;1.1;3.03;1.65;3.3;0.0;0.0;0.0;0.83;0.0;0.0;0.0;0.0;0.0;7.16;0.0;18.44;1.38;0.0;0.0;0.0;0.0;0.28;1.1;0.55;0.28;3.3;0.83;1.38;25.0;0.0;1.38;0.0;0.0;0.0;0.0;Julio Castro;Cobresal
0.18;0.27;0.0;2.62;38.67;3.16;47.95;0.72;47.06;0.9;0.0;67.58;5.77;43.24;90;0.99;1.53;1.44;2.16;0.0;0.0;0.0;0.81;0.18;0.0;0.0;0.0;0.0;5.77;0.0;15.6;0.9;0.18;40.0;1.26;82.35;0.18;0.9;0.36;0.18;3.07;1.17;0.45;5.88;0.09;0.27;0.0;0.0;0.0;0.0;Esteban Moreira;O'Higgins
0.45;0.67;0.0;7.13;60.38;0.67;37.5;2.45;73.33;2.23;0.0;80.0;7.8;57.38;90;2.45;1.11;2.45;3.56;0.0;0.0;0.0;1.34;0.22;0.0;0.0;0.0;0.0;6.68;0.0;14.26;0.89;0.45;16.67;1.11;83.33;0.45;0.67;0.45;0.0;1.56;0.89;0.45;28.57;0.0;0.0;0.0;0.0;0.0;0.0;Francisco Arancibia;O'Higgins
0.0;0.06;0.0;2.62;58.44;1.4;61.54;0.64;45.83;1.8;0.06;72.94;4.01;59.48;90;0.17;0.47;0.52;1.45;0.0;0.0;0.0;1.57;0.0;0.0;0.0;0.0;0.0;6.05;0.12;23.21;0.93;0.87;29.41;2.62;45.45;0.81;1.8;0.17;0.06;0.58;0.17;0.06;0.0;0.0;0.06;0.0;0.0;0.0;0.0;Juan Pablo Gómez;Universidad de Chile
0.0;0.19;0.0;3.82;58.57;0.19;16.67;0.47;50.0;2.79;0.0;73.12;4.0;52.44;90;0.56;0.84;0.47;1.4;0.0;0.0;0.0;1.02;0.19;0.0;0.0;0.0;0.0;4.1;0.09;18.99;0.74;0.0;0.0;0.93;34.48;1.77;0.84;1.02;0.0;0.28;0.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Augusto Max;Unión La Calera
0.0;0.31;0.0;4.43;57.14;1.29;60.42;0.18;80.0;3.46;0.0;75.57;5.72;57.85;90;0.8;1.15;0.49;1.15;0.0;0.0;0.0;1.51;0.22;0.0;0.0;0.0;0.0;4.66;0.0;28.11;0.35;0.0;0.0;2.04;40.0;0.89;2.22;1.77;0.0;0.98;0.31;0.27;0.0;0.04;0.0;0.0;0.0;0.0;0.0;Agustin Nadruz;Curicó Unido
0.16;0.64;0.16;2.57;69.57;0.64;36.36;0.64;100.0;1.44;0.0;71.03;3.21;58.82;90;0.48;0.64;0.16;1.76;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;3.21;0.0;24.39;0.0;0.16;50.0;2.25;29.79;2.09;3.85;0.32;0.0;0.64;0.16;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;Ignacio Tapia;Universidad de Chile
0.17;0.0;0.0;6.28;51.02;0.59;50.0;3.18;56.72;1.01;0.08;73.72;6.87;50.93;90;2.09;1.17;2.09;2.18;0.0;0.0;0.0;0.59;0.17;0.0;0.0;0.0;0.0;7.96;0.34;18.1;1.17;0.42;11.36;1.17;51.85;0.34;0.42;0.5;0.34;2.68;0.92;0.67;6.25;0.0;0.17;0.0;0.0;0.0;0.0;Julián Brea;Huachipato
0.44;0.11;0.0;2.88;29.89;2.0;36.0;1.22;44.0;0.55;0.0;71.67;4.88;32.12;90;1.11;1.55;3.66;1.88;0.0;0.0;0.0;0.89;0.11;0.0;0.0;0.0;0.0;6.21;0.0;19.06;1.33;0.0;0.0;1.55;58.33;0.44;0.55;0.11;0.0;2.44;1.0;0.67;18.18;0.0;0.33;;0.0;0.0;0.0;Matias Belmar;O'Higgins
0.0;2.5;0.0;20.0;80.0;0.0;0.0;5.0;100.0;7.5;0.0;37.5;20.0;66.67;90;7.5;2.5;0.0;7.5;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;2.5;2.5;2.5;0.0;2.5;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Lucas Paez;O'Higgins
0.0;0.0;0.0;2.18;41.38;0.55;37.5;0.55;42.86;1.64;0.0;79.56;2.73;40.54;90;0.0;0.55;1.64;1.09;0.0;0.0;0.0;1.45;0.18;0.0;0.0;0.0;0.0;18.91;0.36;53.09;1.82;1.27;43.75;6.55;66.67;0.0;0.0;0.55;0.55;1.45;0.36;0.18;0.0;0.18;0.0;;0.0;0.0;0.0;César Cortés;Deportes Magallanes
